question_id,L_qtok,L_lines,L_kw,L_ids,S_nest,S_cf,T_class,T_type,O_var,O_sim,H_N,H_D,H_W,H_amb,H_B,H_M,H_P,H_Dmax,H_Dmean,d_ptr,d_ref,d_arrow,d_scope,d_incr,d_assign,oop_nclass,oop_dinherit,oop_rcount,mem_stack,mem_heap,mem_static,mem_global,spc_compile,spc_runtime,spc_another
346,10,22,0.35714285714285715,7,1,0.0,1,3,33.47222222222222,0.0,7.0,3.333,8.3,0.1592,3.0,2.0,1.1,5.0,2.556,0.0,0.047619047619047616,0.0,0.023809523809523808,0.0,0.047619047619047616,1,0,0,1,0,0,1,1,1,1
347,10,22,0.358974358974359,6,1,0.0,1,1,33.47222222222222,0.0,8.0,3.0,9.233,0.0146,4.0,2.0,1.4,4.0,2.778,0.0,0.0,0.0,0.05128205128205128,0.0,0.05128205128205128,1,0,0,1,0,0,1,1,1,1
348,10,22,0.35,6,1,0.0,1,1,35.22222222222222,0.0,8.0,3.0,9.367,0.2793,3.0,2.0,1.1,5.0,2.625,0.0,0.0,0.0,0.05,0.0,0.05,1,0,0,1,0,0,1,1,1,0
349,10,22,0.35,6,1,0.0,1,3,33.47222222222222,0.0,7.667,3.667,9.3,0.0435,4.0,2.0,1.1,4.0,2.875,0.0,0.0,0.025,0.05,0.0,0.05,1,0,0,1,0,0,1,1,1,1
350,10,22,0.34146341463414637,6,1,0.0,1,3,33.47222222222222,0.0,8.0,3.0,9.133,0.2364,3.0,2.0,1.0,4.0,3.0,0.0,0.0,0.024390243902439025,0.04878048780487805,0.0,0.04878048780487805,1,0,0,1,0,0,1,1,1,1
351,10,28,0.23333333333333334,8,1,0.0,1,3,33.47222222222222,0.0,7.0,4.0,8.1,0.0495,4.0,2.0,1.6,5.0,2.3,0.0,0.06666666666666667,0.0,0.016666666666666666,0.0,0.03333333333333333,1,0,0,1,0,0,1,1,1,1
352,10,29,0.2459016393442623,8,1,0.0,1,3,33.47222222222222,0.0,9.667,4.0,11.7,0.0808,4.0,2.0,1.6,4.0,2.625,0.0,0.06557377049180328,0.0,0.01639344262295082,0.0,0.04918032786885246,1,0,0,1,0,0,1,1,1,1
353,10,34,0.16049382716049382,13,1,0.0,1,3,25.76,0.0,11.333,4.0,13.533,0.0209,4.0,2.0,1.1,4.0,2.333,0.0,0.037037037037037035,0.037037037037037035,0.024691358024691357,0.0,0.07407407407407407,1,0,0,1,0,0,1,1,1,1
354,10,32,0.17333333333333334,11,1,0.0,1,3,26.805555555555557,0.0,8.667,3.333,10.033,0.0254,4.0,1.0,1.0,5.0,3.143,0.0,0.0,0.04,0.02666666666666667,0.0,0.04,1,0,0,1,0,0,1,1,1,1
355,10,29,0.3,7,1,0.0,1,3,30.96,0.5,6.333,2.667,7.367,0.3026,3.0,2.0,1.1,4.0,2.857,0.0,0.0,0.08,0.06,0.0,0.08,1,0,0,1,0,0,1,1,1,1
356,10,29,0.32608695652173914,7,1,0.0,1,1,30.96,0.5,6.0,4.0,6.867,0.5936,4.0,3.0,2.4,5.0,3.3,0.0,0.0,0.0,0.06521739130434782,0.0,0.08695652173913043,1,0,0,1,0,0,1,1,1,1
357,10,29,0.3125,7,1,0.0,1,3,30.96,0.5,5.333,4.0,6.267,0.0384,4.0,2.0,0.9,5.0,3.0,0.0,0.0,0.041666666666666664,0.0625,0.0,0.041666666666666664,1,0,0,1,0,0,1,1,1,1
358,10,29,0.31666666666666665,7,1,0.0,1,3,30.96,0.5,7.333,3.0,8.033,0.1871,3.0,2.0,1.0,4.0,2.714,0.0,0.0,0.08333333333333333,0.05,0.0,0.1,1,0,0,1,0,0,1,1,1,1
359,10,20,0.3333333333333333,5,1,2.0,1,3,29.555555555555557,0.5277777777777778,8.333,3.333,10.233,0.4077,4.0,2.0,1.4,5.0,2.889,0.027777777777777776,0.1111111111111111,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,1,0,0,1,0,0,0,1,1,0
360,9,0,0.0,0,0,0.0,0,0,27.76,0.0,7.0,2.667,7.967,0.0728,2.0,2.0,1.4,4.0,3.222,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
361,10,18,0.2647058823529412,7,1,0.0,1,1,26.244897959183675,0.6666666666666666,8.333,2.333,9.7,0.2586,3.0,2.0,1.1,5.0,3.833,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,1,0,0,1,0,0,1,1,1,1
362,10,24,0.32432432432432434,7,1,0.0,1,5,36.64,0.0,6.0,4.0,6.867,0.5388,4.0,3.0,2.4,5.0,3.667,0.0,0.0,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.0,1,0,0,1,0,0,1,1,1,1
363,10,24,0.3,7,1,0.0,1,5,36.64,0.0,7.0,3.0,7.733,0.1484,3.0,1.0,1.0,5.0,3.5,0.0,0.0,0.05,0.05,0.025,0.025,1,0,0,1,0,0,1,1,1,1
364,10,23,0.32432432432432434,6,1,0.0,1,5,36.64,0.0,5.667,2.667,6.533,0.0286,3.0,2.0,1.6,4.0,3.5,0.0,0.0,0.05405405405405406,0.05405405405405406,0.02702702702702703,0.02702702702702703,1,0,0,1,0,0,1,1,1,1
365,10,24,0.325,7,1,0.0,1,3,31.551020408163264,0.25,8.667,2.333,10.2,0.2924,2.0,1.0,0.6,5.0,3.0,0.0,0.0,0.05,0.05,0.0,0.025,1,0,0,1,0,0,1,1,1,1
366,10,34,0.26785714285714285,8,1,0.0,2,5,20.4,0.0,6.667,4.0,7.7,0.3659,4.0,2.0,1.6,5.0,3.143,0.03571428571428571,0.0,0.08928571428571429,0.05357142857142857,0.0,0.05357142857142857,2,0,0,1,0,0,1,1,1,1
367,10,24,0.30952380952380953,6,1,0.0,1,3,32.22222222222222,0.5,6.333,3.0,7.367,0.3026,3.0,2.0,1.4,5.0,2.4,0.0,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.0,0.047619047619047616,1,0,0,1,0,0,1,1,1,1
368,10,30,0.30357142857142855,6,1,0.0,1,3,32.22222222222222,0.5,6.667,3.0,8.0,0.0191,4.0,2.0,1.5,4.0,2.667,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.05357142857142857,1,0,0,1,0,0,1,1,1,1
369,10,30,0.3090909090909091,6,1,0.0,1,3,32.22222222222222,0.5,6.667,3.0,7.8,0.0206,4.0,2.0,1.6,5.0,3.0,0.0,0.03636363636363636,0.01818181818181818,0.03636363636363636,0.0,0.05454545454545454,1,0,0,1,0,0,1,1,1,1
370,10,33,0.23943661971830985,11,1,0.0,1,3,32.22222222222222,0.16666666666666666,7.667,3.0,8.533,0.3446,3.0,2.0,1.1,5.0,3.111,0.0,0.028169014084507043,0.056338028169014086,0.028169014084507043,0.0,0.07042253521126761,1,0,0,1,0,0,1,1,1,1
371,10,38,0.2777777777777778,11,1,0.0,4,3,31.551020408163264,0.16666666666666666,6.667,3.0,8.167,0.0879,3.0,2.0,1.1,5.0,2.7,0.0,0.0,0.06944444444444445,0.041666666666666664,0.0,0.041666666666666664,4,0,0,1,0,0,1,1,1,1
372,10,24,0.3333333333333333,7,1,0.0,1,3,26.244897959183675,0.5555555555555555,5.667,3.0,6.3,0.0206,3.0,2.0,1.1,5.0,2.9,0.0,0.044444444444444446,0.044444444444444446,0.022222222222222223,0.0,0.044444444444444446,1,0,0,1,0,0,1,1,1,1
373,10,29,0.2857142857142857,7,1,0.0,1,3,26.244897959183675,0.5555555555555555,5.0,3.0,5.667,0.1707,4.0,2.0,1.4,5.0,2.625,0.0,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.0,0.04081632653061224,1,0,0,1,0,0,1,1,1,1
374,10,38,0.2777777777777778,11,1,0.0,4,3,31.551020408163264,0.16666666666666666,5.667,3.667,6.733,0.0458,4.0,2.0,1.3,5.0,3.286,0.0,0.0,0.06944444444444445,0.041666666666666664,0.0,0.041666666666666664,4,0,0,1,0,0,1,1,1,1
375,10,27,0.29411764705882354,7,1,1.0,1,3,24.20408163265306,0.4583333333333333,12.667,4.0,16.1,0.0998,4.0,3.0,2.1,5.0,2.833,0.0,0.0,0.0784313725490196,0.0392156862745098,0.0,0.0784313725490196,1,0,0,1,0,1,1,1,1,1
376,10,33,0.2777777777777778,6,1,1.0,1,3,25.836734693877553,0.6666666666666666,50.667,4.333,62.8,0.0486,4.0,3.0,2.3,5.0,2.444,0.0,0.0,0.1111111111111111,0.05555555555555555,0.018518518518518517,0.09259259259259259,1,0,0,1,0,1,1,1,1,1
377,10,13,0.3,5,1,0.0,1,1,19.76,0.0,4.667,2.0,5.467,0.5278,2.0,1.0,0.6,5.0,2.75,0.0,0.0,0.0,0.0,0.0,0.05,1,0,0,1,0,0,1,1,1,1
378,19,22,0.3888888888888889,9,1,0.0,1,3,26.244897959183675,0.38888888888888884,7.333,4.0,8.3,0.0446,4.0,1.0,1.0,4.0,3.0,0.0,0.0,0.05555555555555555,0.018518518518518517,0.0,0.05555555555555555,1,0,0,1,0,0,1,1,1,1
379,10,26,0.23529411764705882,9,1,0.0,1,5,18.979591836734695,0.0,11.0,4.0,13.367,0.1378,4.0,2.0,1.0,4.0,2.091,0.11764705882352941,0.0392156862745098,0.058823529411764705,0.09803921568627451,0.0,0.09803921568627451,1,0,0,1,1,0,1,1,1,1
380,10,17,0.25806451612903225,6,1,0.0,1,3,36.22222222222222,0.4444444444444444,7.0,3.0,8.133,0.028,3.0,2.0,0.9,5.0,3.0,0.03225806451612903,0.03225806451612903,0.0,0.06451612903225806,0.0,0.0967741935483871,1,0,0,1,0,0,1,1,1,1
381,10,21,0.23076923076923078,12,3,1.5,1,3,32.22222222222222,0.16666666666666666,5.667,3.0,6.7,0.0382,4.0,2.0,1.1,5.0,2.769,0.09615384615384616,0.038461538461538464,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.07692307692307693,1,0,0,1,0,0,1,1,1,1
382,10,23,0.29411764705882354,7,1,0.0,1,3,29.2,0.0,5.667,4.0,6.7,0.5326,4.0,2.0,1.6,5.0,3.714,0.029411764705882353,0.0,0.058823529411764705,0.058823529411764705,0.0,0.08823529411764706,1,0,0,1,0,0,1,1,1,1
383,10,31,0.15942028985507245,10,1,0.0,1,3,31.551020408163264,0.4166666666666667,9.0,3.0,10.2,0.0635,3.0,2.0,1.1,4.0,2.545,0.0,0.0,0.028985507246376812,0.028985507246376812,0.0,0.07246376811594203,1,0,0,1,0,0,1,1,1,1
384,10,15,0.2777777777777778,4,1,0.0,1,1,13.84,0.0,4.0,3.0,4.8,0.0589,4.0,2.0,1.2,5.0,2.333,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1,0,0,1,0,0,0,1,1,1
385,10,16,0.25,6,1,0.0,1,3,14.64,0.0,6.333,3.0,7.367,0.0533,3.0,1.0,0.6,4.0,3.0,0.05,0.0,0.0,0.05,0.0,0.0,1,0,0,1,0,0,0,1,1,1
386,10,28,0.2459016393442623,12,1,0.0,1,3,16.88888888888889,0.0,6.0,4.0,8.033,0.0176,4.0,2.0,1.5,4.0,2.667,0.06557377049180328,0.03278688524590164,0.01639344262295082,0.03278688524590164,0.0,0.11475409836065574,1,0,0,1,1,0,1,1,1,1
387,10,14,0.25,6,2,0.0,1,1,32.8,0.5,5.0,3.0,5.7,0.1167,3.0,2.0,1.1,5.0,2.625,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1,0,0,1,0,0,1,0,1,1
388,10,26,0.2641509433962264,9,1,0.0,1,3,40.56,0.0,6.0,3.667,6.933,0.0397,4.0,2.0,1.4,4.0,2.333,0.0,0.03773584905660377,0.03773584905660377,0.05660377358490566,0.0,0.018867924528301886,1,0,0,1,0,0,1,1,1,1
389,10,26,0.3076923076923077,8,1,0.0,1,3,40.56,0.0,6.0,3.0,6.967,0.044,3.0,2.0,1.1,4.0,2.625,0.0,0.0,0.038461538461538464,0.057692307692307696,0.0,0.057692307692307696,1,0,0,1,0,0,1,1,1,1
390,10,16,0.2608695652173913,6,1,0.0,1,3,13.36,0.0,5.333,3.0,6.033,0.3734,4.0,2.0,1.4,5.0,2.625,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,1,0,0,1,1,0,0,1,1,1
391,10,16,0.3,6,1,0.0,1,1,16.583333333333332,0.0,4.667,3.0,5.233,0.0301,3.0,1.0,0.5,5.0,3.556,0.0,0.0,0.0,0.05,0.0,0.0,1,0,0,1,0,0,0,1,1,1
392,10,29,0.2549019607843137,8,1,0.0,1,3,24.16,0.0,4.0,3.667,4.9,0.0346,4.0,2.0,1.6,4.0,2.333,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,1,0,0,1,0,0,1,1,1,1
393,10,25,0.32142857142857145,8,1,0.0,1,1,97.10204081632654,0.0,12.0,3.0,12.933,0.0247,3.0,1.0,0.5,5.0,3.25,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,1,0,0,1,0,1,0,1,1,1
394,10,18,0.2962962962962963,6,1,0.0,1,1,14.64,0.0,5.667,3.333,6.3,0.0206,4.0,2.0,1.4,4.0,3.5,0.0,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,1,0,0,1,0,0,1,1,1,1
395,10,24,0.17647058823529413,8,1,0.0,1,3,13.36,0.0,4.667,3.667,5.467,0.0391,4.0,1.0,0.6,4.0,2.556,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.029411764705882353,1,0,0,1,0,0,0,1,1,1
396,10,10,0.35714285714285715,3,1,0.0,1,1,28.24,0.0,4.333,3.0,5.2,0.3908,2.0,2.0,1.4,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,1,1
397,10,12,0.3333333333333333,4,1,0.0,1,1,24.16,0.0,3.333,3.0,4.633,0.0722,4.0,2.0,1.4,4.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,1,1
398,14,13,0.3333333333333333,7,1,0.0,1,3,27.918367346938776,0.24523809523809526,7.667,3.667,9.6,0.4834,4.0,3.0,1.7,5.0,3.444,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,1,1,1,1
399,10,21,0.25,6,1,0.0,1,3,13.36,0.0,5.333,4.0,6.033,0.7423,4.0,2.0,1.1,5.0,3.714,0.0,0.0,0.027777777777777776,0.16666666666666666,0.0,0.0,1,0,0,1,0,0,1,1,1,1
400,10,29,0.2903225806451613,5,1,0.0,1,1,36.22222222222222,0.2222222222222222,9.0,3.333,10.133,0.0028,4.0,2.0,1.8,4.0,2.778,0.0,0.0,0.0,0.06451612903225806,0.0,0.06451612903225806,1,0,0,1,0,0,1,1,1,1
401,10,29,0.2558139534883721,8,1,0.0,1,5,7.472222222222222,0.0,8.667,3.0,10.3,0.0343,4.0,2.0,1.5,5.0,3.222,0.0,0.0,0.11627906976744186,0.06976744186046512,0.023255813953488372,0.046511627906976744,1,0,0,1,0,1,1,0,1,1
402,10,41,0.25,8,1,0.0,1,3,32.22222222222222,0.0,7.0,3.0,7.8,0.0425,3.0,2.0,1.1,4.0,2.8,0.0,0.05555555555555555,0.05555555555555555,0.06944444444444445,0.0,0.08333333333333333,1,0,0,1,0,0,1,1,1,1
403,10,34,0.2549019607843137,7,1,0.0,1,5,33.47222222222222,0.0,5.0,4.0,5.867,0.0525,4.0,1.0,0.6,4.0,2.5,0.058823529411764705,0.0,0.0196078431372549,0.0784313725490196,0.0,0.058823529411764705,1,0,0,1,1,0,1,1,1,1
404,10,34,0.32075471698113206,9,1,0.0,1,3,18.47222222222222,0.0,6.333,3.667,7.733,0.0475,4.0,2.0,1.1,4.0,3.0,0.0,0.0,0.05660377358490566,0.07547169811320754,0.0,0.07547169811320754,1,0,0,1,0,1,1,1,1,1
405,10,34,0.275,6,1,0.0,1,5,25.2,0.0,5.667,4.0,7.033,0.0198,4.0,2.0,1.5,4.0,2.444,0.0,0.0,0.025,0.1,0.0,0.0,1,0,0,1,0,0,1,0,1,1
406,10,35,0.34782608695652173,6,1,0.0,1,1,32.22222222222222,0.5,6.333,3.0,7.533,0.0338,3.0,2.0,1.3,5.0,3.111,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,1,0,0,1,0,0,1,1,1,1
407,10,29,0.3170731707317073,5,1,0.0,1,2,32.22222222222222,0.3333333333333333,5.333,3.0,6.467,0.1451,3.0,1.0,0.5,5.0,3.0,0.0,0.0,0.0,0.1951219512195122,0.024390243902439025,0.024390243902439025,1,0,0,1,0,1,1,1,1,1
408,10,24,0.2727272727272727,8,1,0.0,1,3,26.244897959183675,0.1111111111111111,6.667,3.0,7.367,0.0192,3.0,2.0,1.8,5.0,3.083,0.0,0.0,0.06818181818181818,0.06818181818181818,0.022727272727272728,0.045454545454545456,1,0,0,1,0,1,1,1,1,1
409,10,43,0.3148148148148148,6,1,0.0,2,3,366.7755102040816,0.0,6.333,4.0,7.533,0.1415,4.0,2.0,1.1,4.0,2.545,0.0,0.0,0.018518518518518517,0.09259259259259259,0.0,0.0,2,0,0,1,0,1,1,0,1,1
410,10,44,0.2982456140350877,6,1,0.0,2,3,366.7755102040816,0.0,6.667,3.333,7.4,0.0373,3.0,2.0,1.4,3.0,2.0,0.0,0.0,0.017543859649122806,0.10526315789473684,0.0,0.0,2,0,0,1,0,1,1,0,1,1
411,10,25,0.23684210526315788,5,1,0.0,1,3,21.88888888888889,0.16666666666666666,6.667,3.0,7.467,0.0133,3.0,3.0,2.1,4.0,3.0,0.0,0.05263157894736842,0.0,0.13157894736842105,0.02631578947368421,0.02631578947368421,1,0,0,1,0,1,1,1,1,1
412,10,25,0.3076923076923077,4,1,0.0,1,1,16.4,0.0,4.667,3.333,6.533,0.0433,4.0,2.0,1.1,4.0,2.429,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,1,0,0,1,0,1,0,1,1,1
413,10,30,0.23529411764705882,8,1,0.0,1,3,26.244897959183675,0.1111111111111111,7.0,4.0,7.767,0.237,4.0,2.0,1.6,4.0,2.7,0.0,0.0,0.0784313725490196,0.09803921568627451,0.0392156862745098,0.058823529411764705,1,0,0,1,0,1,1,1,1,1
414,10,48,0.2,7,1,0.0,3,3,32.22222222222222,0.5,9.667,3.0,10.867,0.013,3.0,1.0,0.5,4.0,3.0,0.0,0.09230769230769231,0.0,0.09230769230769231,0.0,0.015384615384615385,3,0,0,1,0,0,1,1,1,1
415,10,33,0.34545454545454546,7,1,0.0,1,3,40.8,0.0,5.667,3.333,6.867,0.0721,4.0,2.0,1.6,4.0,2.222,0.0,0.0,0.03636363636363636,0.07272727272727272,0.0,0.03636363636363636,1,0,0,1,0,0,1,0,1,1
416,10,22,0.28,3,1,0.0,1,5,33.47222222222222,0.0,3.667,3.333,4.967,0.0543,4.0,2.0,1.4,4.0,2.333,0.04,0.0,0.04,0.08,0.0,0.04,1,0,0,1,1,0,1,1,1,1
417,14,22,0.34615384615384615,4,1,0.0,1,1,33.47222222222222,0.0,6.0,3.0,7.7,0.0095,4.0,2.0,1.4,4.0,3.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,1,0,0,1,0,1,1,1,1,1
418,10,22,0.29411764705882354,7,1,0.0,1,3,61.0,0.0,6.333,3.0,6.967,0.1393,2.0,2.0,1.0,4.0,3.286,0.029411764705882353,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,1,0,0,1,0,0,1,1,1,1
419,10,28,0.2857142857142857,6,1,1.5,1,5,29.04,0.0,5.0,3.0,5.933,0.0516,4.0,1.0,0.6,4.0,2.5,0.0,0.0,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.047619047619047616,1,0,0,1,0,0,1,0,1,1
420,10,28,0.2857142857142857,6,1,1.5,1,5,29.04,0.0,6.0,3.0,6.2,0.0342,3.0,2.0,1.1,4.0,2.667,0.0,0.0,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.07142857142857142,1,0,0,1,0,0,1,0,1,1
421,10,20,0.25,4,1,0.0,1,1,14.222222222222221,0.0,4.0,3.333,5.367,0.53,4.0,2.0,1.1,5.0,3.75,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0,1,0,0,0,1,1,1
422,10,28,0.32432432432432434,6,1,0.0,1,3,24.16,0.0,5.0,3.667,6.233,0.0528,4.0,2.0,1.6,4.0,2.2,0.0,0.0,0.02702702702702703,0.08108108108108109,0.0,0.05405405405405406,1,0,0,1,0,0,1,1,1,1
423,10,28,0.358974358974359,5,1,0.0,1,3,24.16,0.0,6.333,3.0,7.033,0.0201,3.0,2.0,0.9,4.0,2.714,0.0,0.0,0.02564102564102564,0.07692307692307693,0.0,0.02564102564102564,1,0,0,1,0,0,1,1,1,1
424,10,25,0.3170731707317073,6,1,0.0,1,3,40.56,0.0,5.667,4.0,6.6,0.0579,4.0,2.0,0.9,5.0,2.583,0.0,0.07317073170731707,0.04878048780487805,0.04878048780487805,0.0,0.07317073170731707,1,0,0,1,0,0,1,1,1,1
425,10,26,0.325,6,1,0.0,1,3,40.56,0.0,9.0,3.0,10.3,0.2419,3.0,2.0,1.6,5.0,3.0,0.0,0.075,0.025,0.05,0.0,0.05,1,0,0,1,0,0,1,1,1,1
426,10,16,0.46153846153846156,4,1,0.0,1,1,24.16,0.0,5.333,3.0,6.4,0.0369,2.0,2.0,1.1,4.0,2.111,0.0,0.0,0.0,0.11538461538461539,0.0,0.038461538461538464,1,0,0,1,0,1,1,1,1,1
427,10,16,0.42857142857142855,4,1,0.0,1,3,24.16,0.0,6.0,4.0,6.533,0.0286,4.0,2.0,1.4,4.0,2.25,0.0,0.0,0.03571428571428571,0.10714285714285714,0.0,0.03571428571428571,1,0,0,1,0,1,1,1,1,1
428,10,25,0.2564102564102564,5,1,0.0,1,3,21.88888888888889,0.16666666666666666,4.667,4.0,6.0,0.0268,4.0,2.0,1.4,5.0,2.7,0.0,0.05128205128205128,0.0,0.1282051282051282,0.02564102564102564,0.02564102564102564,1,0,0,1,0,1,1,1,1,1
429,10,51,0.2696629213483146,12,1,0.0,1,5,40.8,0.0,5.0,3.0,6.167,0.0139,4.0,2.0,1.4,5.0,2.667,0.0,0.02247191011235955,0.06741573033707865,0.07865168539325842,0.0,0.033707865168539325,1,0,0,1,0,0,1,0,1,1
430,10,40,0.2545454545454545,8,1,0.0,1,5,50.0,0.0,7.0,3.0,8.133,0.028,3.0,2.0,1.5,4.0,2.556,0.0,0.07272727272727272,0.07272727272727272,0.09090909090909091,0.0,0.03636363636363636,1,0,0,1,0,0,1,1,1,1
431,10,34,0.2826086956521739,6,1,0.0,1,5,33.47222222222222,0.0,6.667,3.0,7.7,0.174,3.0,1.0,0.6,5.0,2.625,0.0,0.0,0.021739130434782608,0.10869565217391304,0.0,0.043478260869565216,1,0,0,1,0,0,1,1,1,1
432,10,42,0.29508196721311475,7,1,0.0,1,3,33.47222222222222,0.0,6.333,4.0,7.267,0.0203,4.0,2.0,1.5,5.0,3.0,0.0,0.03278688524590164,0.0,0.13114754098360656,0.01639344262295082,0.04918032786885246,1,0,0,1,0,1,1,1,1,1
433,10,29,0.27906976744186046,6,2,1.5,1,5,46.47222222222222,0.0,6.667,3.0,7.667,0.2678,3.0,2.0,1.1,5.0,2.778,0.0,0.0,0.023255813953488372,0.06976744186046512,0.023255813953488372,0.046511627906976744,1,0,0,1,0,0,1,1,1,1
434,10,45,0.2727272727272727,6,1,0.0,2,5,33.47222222222222,0.0,5.667,4.0,6.9,0.0177,4.0,2.0,1.4,4.0,2.417,0.0,0.0,0.01818181818181818,0.09090909090909091,0.0,0.0,2,0,0,1,0,1,1,1,1,1
435,10,46,0.25862068965517243,6,1,0.0,2,5,33.47222222222222,0.0,7.333,3.0,8.133,0.1446,4.0,2.0,0.9,5.0,2.444,0.0,0.0,0.017241379310344827,0.10344827586206896,0.0,0.0,2,0,0,1,0,1,1,1,1,1
436,10,20,0.34782608695652173,4,1,0.0,1,3,36.22222222222222,0.0,5.0,3.0,6.033,0.0117,3.0,2.0,1.1,4.0,2.778,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,1,0,0,1,1,0,0,1,1,1
437,10,20,0.2727272727272727,4,1,0.0,1,1,36.22222222222222,0.0,3.333,3.0,4.333,0.0439,4.0,2.0,1.1,5.0,3.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,1,0,0,1,0,0,0,1,1,1
438,10,24,0.3076923076923077,5,1,0.0,2,1,36.22222222222222,0.0,6.333,3.333,7.2,0.1337,3.0,2.0,1.1,5.0,2.778,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,2,0,0,1,0,0,0,1,1,1
439,10,20,0.2727272727272727,4,1,0.0,1,1,36.22222222222222,0.0,5.667,4.0,7.567,0.5077,4.0,3.0,2.4,5.0,3.556,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,1,0,0,1,0,0,0,1,1,1
440,32,0,0.0,0,0,0.0,0,0,0.25,0.0,6.0,3.0,6.867,0.0103,2.0,1.0,0.6,4.0,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
441,10,15,0.42105263157894735,3,1,0.0,1,1,28.583333333333332,0.0,4.667,3.667,5.867,0.0525,4.0,2.0,1.4,5.0,2.875,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,1,0,0,1,0,0,0,1,1,1
442,10,10,0.36363636363636365,2,1,0.0,1,1,0.4,0.0,5.0,2.0,5.533,0.2461,2.0,1.0,0.6,5.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,1,1
443,10,20,0.2727272727272727,5,1,0.0,1,1,32.234375,0.0,5.667,3.0,6.533,0.0108,4.0,2.0,0.8,4.0,3.286,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,1,0,0,1,0,0,0,1,1,1
444,10,34,0.32075471698113206,9,1,0.0,1,3,18.47222222222222,0.0,8.0,3.0,8.867,0.0348,3.0,2.0,1.4,5.0,3.111,0.0,0.0,0.03773584905660377,0.09433962264150944,0.0,0.07547169811320754,1,0,0,1,0,1,1,1,1,1
445,10,25,0.2857142857142857,5,1,0.0,1,1,30.20408163265306,0.0,5.667,3.0,6.667,0.2827,3.0,2.0,1.1,5.0,4.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,1,0,0,1,0,0,0,1,1,1
446,10,28,0.2857142857142857,5,1,0.0,1,5,32.333333333333336,0.0,5.333,3.333,6.433,0.0096,4.0,2.0,1.4,4.0,2.875,0.0,0.0,0.02857142857142857,0.08571428571428572,0.0,0.0,1,0,0,1,0,0,1,1,1,1
447,10,33,0.2631578947368421,5,1,0.0,1,5,32.333333333333336,0.0,6.333,2.667,7.2,0.1337,3.0,2.0,1.1,5.0,2.625,0.0,0.0,0.02631578947368421,0.10526315789473684,0.0,0.0,1,0,0,1,0,0,1,1,1,1
448,10,24,0.2857142857142857,6,1,0.0,1,5,33.47222222222222,0.0,4.667,4.0,5.533,0.0338,4.0,3.0,2.3,4.0,1.917,0.0,0.0,0.023809523809523808,0.07142857142857142,0.0,0.023809523809523808,1,0,0,1,0,0,1,1,1,1
449,10,40,0.2545454545454545,6,1,0.0,1,5,30.96,0.5,7.0,3.0,8.6,0.0561,3.0,2.0,1.1,5.0,2.375,0.0,0.0,0.03636363636363636,0.09090909090909091,0.0,0.0,1,0,0,1,0,0,1,1,1,1
450,10,39,0.24074074074074073,7,1,0.0,1,3,33.47222222222222,0.0,4.667,3.667,5.467,0.0492,4.0,2.0,1.1,4.0,2.455,0.0,0.0,0.037037037037037035,0.09259259259259259,0.0,0.037037037037037035,1,0,0,1,0,0,1,1,1,1
